,vocab,counts
6768,biden,156
6769,kid,157
6770,idea,158
6771,move,160
6772,congress,161
6773,trade,163
6774,campaign,164
6775,house,165
6776,senate,165
6777,single,165
6778,three,165
6779,tonight,165
6780,dollar,166
6781,home,166
6782,voter,166
6783,drug,167
6784,place,167
6785,turn,171
6786,stand,173
6787,today,174
6788,black,176
6789,lead,177
6790,there,181
6791,warren,181
6792,election,182
6793,when,182
6794,cost,184
6795,health,185
6796,law,187
6797,party,187
6798,around,189
6799,mean,189
6800,use,189
6801,government,190
6802,justice,192
6803,mr,192
6804,good,193
6805,run,196
6806,republican,198
6807,all,199
6808,could,201
6809,gun,201
6810,economy,202
6811,call,203
6812,help,204
6813,life,204
6814,debate,206
6815,public,207
6816,school,208
6817,try,208
6818,point,210
6819,care,211
6820,child,211
6821,win,211
6822,bill,212
6823,system,212
6824,last,214
6825,everyone,217
6826,number,217
6827,part,217
6828,lot,218
6829,medicare,219
6830,even,220
6831,together,220
6832,end,222
6833,democratic,225
6834,democrat,226
6835,vice,227
6836,big,229
6837,insurance,229
6838,happen,231
6839,sander,231
6840,support,236
6841,fight,238
6842,candidate,239
6843,company,243
6844,vote,244
6845,able,249
6846,climate,249
6847,much,251
6848,something,252
6849,war,252
6850,community,255
6851,tell,255
6852,actually,257
6853,policy,257
6854,problem,261
6855,ask,263
6856,money,266
6857,start,267
6858,two,269
6859,many,278
6860,stage,282
6861,world,291
6862,deal,297
6863,believe,298
6864,give,300
6865,woman,300
6866,million,304
6867,bring,305
6868,also,306
6869,day,309
6870,family,310
6871,job,311
6872,mayor,311
6873,what,311
6874,pay,322
6875,tax,324
6876,new,326
6877,they,328
6878,sure,336
6879,issue,356
6880,this,365
6881,put,366
6882,donald,377
6883,question,379
6884,fact,380
6885,see,385
6886,change,388
6887,united,391
6888,healthcare,396
6889,thank,413
6890,do,414
6891,back,422
6892,first,430
6893,plan,437
6894,every,462
6895,but,463
6896,let,470
6897,look,510
6898,america,525
6899,thing,525
6900,time,544
6901,you,547
6902,come,548
6903,like,552
6904,way,570
6905,talk,590
6906,take,602
6907,well,603
6908,know,604
6909,year,607
6910,state,623
6911,work,634
6912,the,688
6913,that,695
6914,trump,705
6915,senator,787
6916,think,816
6917,need,828
6918,american,836
6919,right,843
6920,would,867
6921,country,904
6922,one,916
6923,want,942
6924,make,1171
6925,and,1260
6926,president,1280
6927,say,1291
6928,go,1469
6929,get,1595
6930,people,1636
